ID,temperature,pressure,humidity,wind_speed,wind_dir,cloud_cover
0,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
1,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
2,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
3,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
4,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
5,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
6,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
7,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
8,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
9,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
10,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
11,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
12,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
13,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
14,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
15,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
16,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
17,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
18,21.34186707178752,1000.3101909891766,85.58933333333333,7.634050004561744,29.18083333333333,20.508666666666667
